headline
"With reputation 'eroding,' RBC downgrades 3M to Sector Perform $MMM "
RBC Cuts 3M To Sector Perform From Outperform   $MMM
Royal Bank of Canada Downgrades 3M $MMM to Sector Perform  #stocks
Bank of America Trims 3M $MMM Target Price to $185.00  #stocks
3M $MMM PT Lowered to $185 at BofA/Merrill Lynch 
$MMM  DOESNT GO DOWN EVERY SINGLE F'N DAY ANYMORE ??
$MMM $XLU:Buy 3M for Its Dividend and Becoming Á´Too Cheap to IgnoreÁ_:
Citigroup Trims 3M $MMM Target Price to $197.00  #stocks
Citigroup Trims 3M $MMM Target Price to $197.00 
"$MMM - 3M Company: Finally, A Great Dividend Growth Company Becoming A Good Investment "
3M $MMM Hits New 12-Month Low at $162.12 
"$MMM punished after a rough earnings report (guidance, layoffs, etc), now with an inside day at downward trend lineÁK "
The industry average ROA is -9.21%. $MMM outperforms 94% of its industry peers.  
"$MMM - Despite Recent Concerns, 3M Dividend Is Unlikely To Be Cut "
Taurus Asset Management LLC Upped Its 3M Co $MMM Stake by $4.19 Million 
"3M Co $MMM Insider Joaquin Delgado Sells 5,400 Shares  #stocks"
$MMM down $11.00 from suggested short entry - Price target $136.00 area. 
$MMM - 3M Company: I'm Not Buying This Dividend Aristocrat Into Weakness Just Yet 
"David B. Dillon Purchases 1,200 Shares of 3M Co $MMM Stock  #stocks"
AnalystsÁ_ Weekly Ratings Updates for 3M $MMM  #stocks
$MMM - 3M dips after PT cut at JPMorgan 
Grantham Mayo Van Otterloo & Co LLC Has Raised 3M Co $MMM Holding 
3M Co $MMM Announces Quarterly Dividend of $1.44  #stocks
3M Co to Issue Quarterly Dividend of $1.44 $MMM   #markets
"@farrisbaba $MMM OI for JUL 200 calls is ~9K, down from ~19K yesterday."
$MMM - 3M's Outsized Post-Earnings Drop Is A Warning 
"3M Co $MMM Director Purchases $179,600.00 in Stock "
"Insider Buying: 3M Co $MMM Director Purchases 1,000 Shares of Stock "
"Gregory R. Page Purchases 1,000 Shares of 3M Co $MMM Stock  #stocks"
"Gregory R. Page Acquires 1,000 Shares of 3M Co $MMM Stock  #stocks"
"3M $MMM fell for the 8th day of 10, settling -2.1% to $179.12. This is around 20% lower since earnings, a pretty fiÁK "
"3M $MMM opening seller 5,000 June $170 puts down to $1.63"
$MMM about to take out christmas low 
Investment AnalystsÁ_ Recent Ratings Updates for 3M $MMM  #stocks
Investors Buy Shares of 3M $MMM on Weakness  #markets
Investors Buy Shares of 3M $MMM on Weakness  #stocks
3M $MMM Stock Rating Lowered by Argus 
$MMM - 3M: A Dividend Trap For The Greedy Investor (Video) 
Argus Downgrades 3M $MMM to Hold 
Deutsche Bank Trims 3M $MMM Target Price to $183.00  #stocks
Adding to $MMM short we raged 10 handles stk went now where.  Looking for it to take out yesterday's lows. 
3M $MMM Downgraded by Bank of America to Neutral  #stocks
Kudlow will tell Americans to BTFD $MMM $INTC $UPS $XOM 
"$MMM $DJIA $SPX $COMP $AMZN:Ford Jumps, Profit Growth Picks Up, and More to Know for Friday:"
Bank Of America Downgrades 3M To A Neutral Rating From Buy $MMM
BOFA/MERRILL LYNCH DOWNGRADES $MMM FROM BUY TO NEUTRAL
$MMM - 3M Crash May Be The Shape Of Things To Come 
Credit Suisse Cuts Price Target On 3M To $208 From $220 $MMM
$MMM weak room to $192
"$MMM was a look above and fail. It 'should' technically rotate down to range low. That said, it has a couple of refÁK "
DOWN WITH EARNINGS TODAY ALERT: $MMM 3M Co ?? TradeIdeas via  to FREE Trading Room
"3M Company $MMM down 9% after earnings, causing Dow Jones to drop big.  Reverse effect for NASDAQ and Facebook $FB."
S&P 500 futures are flat while Dow futures are down 55 bps on major weakness from 3M $MMM on earnings.ÁK 
"$MMM 3M to cut 2,000 jobs globally, slashes its 2019 profit outlook     "
3M #CEO says 'the first quarter was a disappointing start to the year' $MMM 
$MMM is breaking down in pre-market following earnings miss and guidance cut. 
3M $MMM Set to Announce Quarterly Earnings on Thursday 
$MMM +5.28% This one could run a bit more to catch up to last year's open like the rest of the market.
US expands probe into air bag failures to 12.3M vehicles $MMM #MMM #Automobilesafety #ProductsafetyÁK 
Zacks: Analysts Anticipate 3M Co $MMM to Post $2.50 Earnings Per Share 
Zacks: Analysts Anticipate 3M Co $MMM to Post $2.50 Earnings Per Share  #stocks
3M $MMM to Release Earnings on Thursday  #stocks
3M $MMM Raised to Hold at Zacks Investment Research 
683 Capital Management LLC Trimmed Its 3M Co $Put $MMM Holding as Valuation Rose  
Zacks Investment Research Upgrades 3M $MMM to Hold   #markets
3M $MMM Upgraded to Hold at Zacks Investment Research 
Investors Buy Shares of 3M $MMM on Weakness 
3M $MMM Cut to Á¤SellÁ¬ at Zacks Investment Research  #stocks
3M Co $MMM Share Value Rose While Wells Fargo & Company Has Trimmed Position  
3M $MMM PT Lowered to $188.00 at Barclays 
"Insider Selling: 3M Co $MMM Chairman Sells $1,218,214.14 in Stock "
"As 3M Co $MMM Shares Rose, Holder Peapack Gladstone Financial Corp Raised Holding  "
Barclays Trims 3M $MMM Target Price to $188.00  #stocks
"Inge G. Thulin Sells 5,863 Shares of 3M Co $MMM Stock   #markets"
3M $MMM PT Lowered to $188 at Barclays 
"3M Co $MMM Chairman Sells $1,218,214.14 in Stock  #stocks"
3M Co $MMM Expected to Announce Quarterly Sales of $8.11 Billion   #markets
3M Co $MMM Expected to Announce Quarterly Sales of $8.11 Billion 
JPMorgan Chase & Co. Lowers 3M $MMM Price Target to $154.00  #stocks
3M $MMM PT Lowered to $154.00 at JPMorgan Chase & Co. 
3M $MMM Price Target Cut to $154.00 by Analysts at JPMorgan Chase & Co. 
3M $MMM PT Lowered to $154.00 at JPMorgan Chase & Co.  #stocks
Want to play catch-up to the rally? @Michael_Khouw says $MMM could be your best bet 
"If you want to catch the rally, Carter and @Michael_Khouw say 3M is the Dow stock to buy $MMM "
$MMM if it were not for window dressing stk would be down 2 / 3 bucks right now.. Weal relative to the tape
Roof Eidam & Maycock Stake in 3M Co $MMM Has Trimmed by $1.59 Million as Stock Price Rose; Shaw Communications $SJRÁK 
"As 3M Company $MMM Market Valuation Rose, Holder Oakbrook Investments Has Upped Position; Tekla Capital ManagementÁK "
3M Co $MMM Expected to Post Quarterly Sales of $8.11 Billion  #stocks
"$DWDP $CC $MMM - DuPont, Chemours, 3M sued by New Jersey for costs related to PFAS cleanup "
Saturna Capital Has Trimmed Its 3M $MMM Stake by $11.42 Million; Stock Price Rose; Liberty Capital Management Has TÁK 
Apg Asset Management Nv Has Lowered Its 3M Co $MMM Holding by $1.31 Million; As Procter & Gamble Co $PG Valuation RÁK 
Zacks: Brokerages Expect 3M Co $MMM to Post $2.50 EPS 
Zacks: Brokerages Expect 3M Co $MMM to Post $2.50 EPS  #stocks
"3M Co $MMM Valuation Rose While Wms Partners Has Trimmed by $301,340 Its Holding; Ralph Lauren $RL Holding Held byÁK "
Wedbush Securities Raised Its 3M Company $MMM Position; Hd Supply Hldgs $HDS Share Value Rose While Marathon PartneÁK 
"Cliftonlarsonallen Wealth Advisors Trimmed 3M Co $MMM Holding by $713,640; Share Price Rose; United Technologies CoÁK "
Grantham Mayo Van Otterloo & Co LLC Upped 3M Co $MMM Stake by $147.49 Million  
3M $MMM Price Target Cut to $199.00 by Analysts at Morgan Stanley  #stocks
Peapack Gladstone Financial Corp Raised Holding in 3M Co $MMM by $12.56 Million 
$MMM - 3M: This Dividend Royal Will Crush The Market In The Next 5 Years 
Jefferies Financial Group Lowers 3M FY2019 Earnings Estimates to $10.45 EPS (Previously $10.85).  $MMM #MMM
William Blair Raises 3M Q3 2019 Earnings Estimates to $2.76 EPS (Previously $2.74).  $MMM #MMM
3M Company $MMM Shares Rose While Vestor Capital LLC Has Lowered Its Holding by $4.18 Million  
"As 3M Company $MMM Valuation Rose, Holder Vestor Capital LLC Lowered Stake "
Q1 2019 EPS Estimates for 3M Co $MMM Lowered by William Blair 
Head to Head Survey: ABIOMED $ABMD vs. 3M $MMM 
"As 3M Co $Put $MMM Stock Price Rose, Shareholder 683 Capital Management LLC Has Lowered Position by $6.65 Million  "
683 Capital Management LLC Has Lowered Its Position in 3M Co $Put $MMM by $6.65 Million as Share Price Rose 
3M Co $MMM Expected to Announce Earnings of $2.59 Per Share 
Vestor Capital LLC Holding in 3M Company $MMM Trimmed by $4.18 Million  
$MU $MMM $FB $GOOGL:Cramer: Why Trump could decide to walk away from a trade deal with China:
MINCO GOLD CORPORATION $MMM Is Yet to See Trading Action on Mar 3 
$MMM $XEL:3M pledges to power HQ with all-renewable energy:
Mmm Co. $MMM Holder Mairs & Power INC Has Upped Stake by $31.85 Million 
Head to Head Contrast: 3M $MMM versus LeMaitre Vascular $LMAT 
"As Mmm Co. $MMM Stock Value Declined, Mairs & Power INC Raised Holding by $31.85 Million  "
Davidson D A & Company Raised 3M Co $MMM Position by $3.96 Million  
Traders Sell Shares of 3M $MMM on Strength on Insider Selling  #markets
Traders Sell Shares of 3M $MMM on Strength on Insider Selling  #stocks
Investors Sell 3M $MMM on Strength After Insider Selling 
"3M Co $MMM EVP Sells $1,015,148.10 in Stock  #stocks"
3M Co $MMM Expected to Announce Quarterly Sales of $8.29 Billion  #stocks
$MMM Bacardi employees go Back to the Bar to get closer to consumers  
Head to Head Survey: 3M $MMM & GenMark Diagnostics $GNMK 
"Insider Selling: 3M Co $MMM Insider Sells $3,216,855.60 in Stock "
Investors Buy 3M $MMM on Weakness Following Insider Selling 
Traders Buy Shares of 3M $MMM on Weakness on Insider Selling 
Zacks: Brokerages Anticipate 3M Co $MMM to Announce $2.60 Earnings Per Share  #markets
Zacks: Brokerages Anticipate 3M Co $MMM to Announce $2.60 Earnings Per Share  #stocks
"Insider Selling: 3M Co $MMM CFO Sells $942,472.54 in Stock "
"Insider Selling: 3M Co $MMM SVP Sells $1,185,802.20 in Stock "
3M $MMM Given Sell Rating at $1  #stocks
"3M Co $MMM Insider Sells $3,216,855.60 in Stock  #stocks"
"Mar 12, 2019 is the day 3M Co $MMM promises dividends of $1.44. Here's what they have to say. "
"Insider Selling: 3M Co $MMM Insider Sells 9,410 Shares of Stock "
"Michael G. Vale Sells 8,906 Shares of 3M Co $MMM Stock  #stocks"
"Ippocratis Vrohidis Sells 8,153 Shares of 3M Co $MMM Stock "
"3M Co $MMM VP Ippocratis Vrohidis Sells 8,153 Shares "
"3M Co $MMM Insider Paul A. Keel Sells 9,410 Shares   #markets"
"3M Co $MMM CFO Nicholas C. Gangestad Sells 4,681 Shares "
"3M Co $MMM EVP Sells $1,774,876.74 in Stock  #stocks"
"3M Co $MMM Insider Paul A. Keel Sells 9,410 Shares  #stocks"
"Insider Selling: 3M Co $MMM SVP Sells 5,940 Shares of Stock  #stocks"
"Insider Selling: 3M Co $MMM VP Sells 8,153 Shares of Stock  #stocks"
"3M Co $MMM CFO Nicholas C. Gangestad Sells 4,681 Shares  #stocks"
3M Co $MMM Shareholder Associated Banc-Corp Decreased Its Stake by $3.68 Million as Stock Value Declined  
Head to Head Analysis: GenMark Diagnostics $GNMK vs. 3M $MMM 
Zacks: Analysts Anticipate 3M Co $MMM to Announce $2.60 Earnings Per Share  #stocks
3M Co $MMM to Issue Quarterly Dividend of $1.44  #stocks
3M Co $MMM Declares Quarterly Dividend of $1.44 
Investors Sell 3M $MMM on Strength Following Insider Selling 
Traders Sell Shares of 3M $MMM on Strength Following Insider Selling 
Investors Sell 3M $MMM on Strength After Insider Selling  #stocks
3M Co $MMM Share Price Declined While Associated Banc-Corp Has Lowered Holding by $3.68 Million 
"Inge G. Thulin Sells 13,499 Shares of 3M Co $MMM Stock "
"Inge G. Thulin Sells 13,499 Shares of 3M Co $MMM Stock  #stocks"
"Insider Selling: 3M Co $MMM Chairman Sells 13,499 Shares of Stock "
"3M Co $MMM Chairman Inge G. Thulin Sells 13,499 Shares of Stock "
Traders Buy Shares of 3M $MMM on Weakness Following Insider Selling 
Investors Buy Shares of 3M $MMM on Weakness Following Insider Selling 
"As 3M Company $MMM Share Price Declined, Gofen & Glossberg LLC Has Upped by $4.07 Million Its Holding "
$MMM $PFE $YMH9 $ESH9 $NQH9 $SPX:Need to Know: The Á´dangerousÁ_ game investors are playing in this turbulent eaÁK:
3M $MMM PT Lowered to $197 at Deutsche Bank 
Investors Shrug Off 3M's Lowered Outlook as Market Gets Acclimated to Slower   Growth (MMM)  $MMM
RT @joepete58: Go time!!! LetÁ_s do this $aapl $nvda $mmm $tsla with all my peps at tricktrades and @trickmitch1 ready to kill it today 
RT @ShannanSiemens: Now @SquawkStreet @jimcramer's key to this market: $MMMIt's the paradigm of the good. 
$MMM flat after slightly weaker than expected earnings  
"$MMM - 3M beats by $0.03, beats on revenue "
"$MMM reports before the open tomorrow, Estimize Consensus +0.02 EPS and +80.75M Revs compared to WS - "
"$MMM Higher, Lower or Flat on Earnings Tomorrow BEFORE the Open?"
3M $MMM Set to Announce Quarterly Earnings on Tuesday 
Traders Sell Shares of 3M $MMM on Strength $MMM   #markets
3M $MMM Set to Announce Quarterly Earnings on Tuesday  #stocks
$MMM - 3M Company: 2019 To Be A Likely Dissappointment 
3M Co $MMM Expected to Post Earnings of $2.27 Per Share 
Mmm Co. $MMM Position Upped by Mairs & Power Inc 
3M Co $MMM Holder State Street Corp Has Raised Its Stake by $17.05 Million  
AtriCure $ATRC versus 3M $MMM Head to Head Analysis  #stocks
Head to Head Analysis: 3M $MMM and CAS Medical Systems $CASM 
3M $MMM and CAS Medical Systems $CASM Head to Head Analysis  #stocks
UBS Cuts PT On 3M To $200 From $211   $YM_F $MMM
3M $MMM Given Outperform Rating at Credit Suisse Group  #markets
3M $MMM Given Outperform Rating at Credit Suisse Group  #stocks
Credit Suisse Group Reaffirms Outperform Rating for 3M $MMM   #markets
"As 3M Co $MMM Shares Declined, Crawford Investment Counsel INC Has Raised Stake by $27.97 Million - "
$XEL $MMM $MSFT:3 Dividend Stocks That Should Pay You the Rest of Your Life:
MINCO GOLD CORPORATION $MMM Is Yet to See Trading Action on Jan 4 - 
Barclays Trims 3M $MMM Target Price to $189.00  #markets
Barclays Trims 3M $MMM Target Price to $189.00  #stocks
Investors Buy 3M $MMM on Weakness After Analyst Downgrade 
3M: Credit Suisse Cuts PT To $220 From $230  $MMM
$MMM - 3M: Time To Buy The Dip Of This Dividend King With Dividend Increase Expected This Month 
Richard Bernstein Advisors LLC Has Raised Its Stake in 3M Co $MMM by $3.58 Million - 
Zacks: Analysts Expect 3M Co $MMM to Announce $2.28 EPS 
$MMM - It's The Best Time In 3 Years To Buy Dividend King 3M 
Zacks: Analysts Anticipate 3M Co $MMM to Post $2.28 Earnings Per Share 
Zacks: Analysts Anticipate 3M Co $MMM to Post $2.28 Earnings Per Share  #stocks
3M Co $Put $MMM Holder Capital Fund Management Sa Trimmed Its Position by $7.94 Million - 
Capital Fund Management Sa Has Trimmed Its 3M Co $Put $MMM Position by $7.94 Million - 
"3M Co to Post Q3 2019 Earnings of $2.91 Per Share, Jefferies Financial Group Forecasts $MMM "
Associated Banc-Corp Trimmed Its Position in 3M Co $MMM by $3.68 Million as Market Valuation Declined - 
Associated Banc-Corp Has Trimmed Its 3M Co $MMM Holding as Share Price Declined - 
Jefferies Financial Group Lowers 3M Q3 2019 Earnings Estimates to $2.91 EPS (Previously $2.94).  $MMM #MMM
VOLUME RADAR ALERT: $MMM 3M Co ?? TradeIdeas via  to FREE Trading Room
3M $MMM Lifted to Hold at Zacks Investment Research 
3M Co. $MMM Reports Agreement to Acquire the Technology Business of M*Modal for $1B 
3M Co $MMM Valuation Rose While Arete Wealth Advisors LLC Has Raised by $3.39 Million Its Position - 
Investors Sell Shares of 3M $MMM on Strength $MMM 
Proshare Advisors LLC Stake in 3M Co $MMM Has Lowered as Share Value Rose - 
Us Bancorp De Stake in 3M Co $MMM Lowered by $16.16 Million - 
Traders Sell Shares of 3M $MMM on Strength $MMM 
$MMM - 3M: Be Prepared For Double-Digit Annual Returns And Double-Digit Dividend Hikes 
3M $MMM Raised to Á¤HoldÁ¬ at Zacks Investment Research 
"Is $ADBE A Good Stock To Buy According To Hedge Funds? $ABT, $PM, $MMM"
"As 3M Co $MMM Market Value Rose, Proshare Advisors LLC Lowered Position - "
3M Co $MMM Shareholder Proshare Advisors LLC Lowered Its Stake by $6.93 Million as Market Valuation Rose - 
3M Co $MMM Expected to Announce Earnings of $2.28 Per Share  #stocks
$MMM has not been able to break thru 200sma since March  -- also horizontal resistance. Thru there would be good siÁK 
"As 3M Co $MMM Shares Rose, Bank Pictet & Cie Asia LTD Has Upped by $3.96 Million Its Holding - "
Nomura Increases American Express $AXP Price Target to 
American Express $AXP Reaches New 52-Week High on Analyst Upgrade 
American Express $AXP Sets New 52-Week High After Analyst Upgrade 
$AXP Nomura Instinet analyst Bill Carcache raised his price target for American Expressto $141 from $134 and keepsÁK 
$AXP PT RAISED TO $141 FROM $134 AT NOMURA/INSTINET
Could American Express be the best payment catch-up play? @CSM_Research's Carter Worth breaks down the charts andÁK 
American Express $AXP Declares Quarterly Dividend of $0.43 
American Express $AXP To Go Ex-Dividend on January 2nd 
"Although $AXP has an excellent technical rating, it does not offer a high quality setup at the moment.ÁK "
"RT @4Awesometweet: Big Bold Predictions for 2020: 1.   Facebook buys EBay 2.  Goldman, Sachs buys/ merges with American Express3.  A bÁK"
"Big Bold Predictions for 2020: 1.   Facebook buys EBay 2.  Goldman, Sachs buys/ merges with American Express3.ÁK "
American Express $AXP Announces Quarterly Dividend of $0.43   #markets
sold $AXP Dec 120 calls and then added a Dec/Jan 125 call calendar for $1.55 credit
American ExpressÁ_ $AXP Outperform Rating Reiterated at William Blair  #stocks
American Express $AXP Downgraded by ValuEngine to Sell 
American Express $AXP Cut to Á¤SellÁ¬ at ValuEngine  #stocks
Wells Fargo & Co Reiterates Buy Rating for American Express $AXP 
"American Express $AXP CEO Stephen J. Squeri Sells 15,000 Shares "
Wells Fargo & Co Reiterates Buy Rating for American Express $AXP  #stocks
American Express $AXP Given Buy Rating at Wells Fargo & Co   #markets
American Express $AXP Earns Buy Rating from Wells Fargo & Co 
American Express $AXP Lowered to Sell at ValuEngine 
"American Express $AXP CEO Stephen J. Squeri Sells 15,000 Shares of Stock "
"Stephen J. Squeri Sells 15,000 Shares of American Express $AXP Stock "
American Express $AXP PT Raised to $134 at Nomura/Instinet 
"American Express $AXP CEO Sells $1,769,400.00 in Stock   #markets"
"American Express $AXP CEO Sells $1,769,400.00 in Stock  #stocks"
Is American Express Company $AXP An Attractive Dividend Stock?
American Express Remains an Evergreen Stock for Good Reasons (ad)The American Express earnings beat continued a stÁK 
RT @UnusualActivit3: American Express Company $AXP down by -0.09% at $119.1891UNUSUAL ACTIVITY VOLUME 2699.23% STRENGTH 977.32% #StocksÁK
